,0,1
0,16.297922,-1.1593248
1,22.845749,2.395589
2,8.3370075,-5.4336915
3,16.693293,-1.1727784
4,44.59246,-19.145317
5,15.605387,-1.9803481
6,-19.90852,4.0920577
7,-67.09696,19.150095
8,6.9077506,-6.719913
9,-67.286514,18.345861
10,-57.823376,7.099488
11,-30.924452,11.064194
12,14.745054,-1.9337891
13,15.148127,-1.6599973
14,41.14463,-28.814783
15,7.679738,-6.086151
16,19.437637,0.4312844
17,36.102234,-42.760113
18,16.253038,-1.7527894
19,10.526788,-3.7643855
20,15.961652,-1.1514752
21,4.999185,-7.281368
22,18.036144,-0.6339041
23,9.456475,-4.627283
24,19.035282,-0.27363393
25,5.834808,-6.889936
26,15.891619,-21.96196
27,10.392807,-3.7697575
28,16.435709,-1.1762176
29,5.370344,-6.8187184
30,14.304623,-1.9428911
31,9.3183,-4.3520184
32,-19.925919,4.919763
33,4.9237165,-7.1057787
34,-60.216476,20.38119
35,-60.220886,20.385105
36,9.1366625,-4.5322757
37,-52.057953,10.555871
38,11.714909,-2.7007174
39,5.0668097,-6.818643
40,16.274694,-22.490705
41,4.5002003,-7.1031833
42,41.782104,-30.41818
43,15.723169,-1.2325147
44,9.297306,-4.3108225
45,11.422276,-3.0312097
46,12.350038,-2.4444869
47,8.939756,-4.4513383
48,11.323172,-2.8885074
49,-33.148182,6.7495055
50,12.126437,-3.7990956
51,11.2581835,-2.8535058
52,15.822943,-1.060813
53,39.55818,-38.546684
54,41.905704,-30.898752
55,17.340446,-0.91589886
56,41.916645,-31.69725
57,13.969621,-1.978712
58,-35.99792,8.8028
59,9.696942,-26.909985
60,8.690687,-3.9803386
61,11.366469,-2.9002495
62,9.049401,-3.9356031
63,9.144768,-3.8770592
64,11.325297,-2.8790486
65,13.922799,-1.900769
66,-36.61092,8.046189
67,-52.977795,20.745768
68,-52.97769,20.745682
69,-48.968674,13.4269905
70,-18.070549,-0.27236465
71,-17.97057,-9.247681
72,26.464285,7.1308656
73,-52.43204,20.731428
74,-52.428146,20.730085
75,-52.431225,20.730614
76,-52.42858,20.730608
77,-52.431423,20.730888
78,-52.4267,20.728691
79,9.782122,-3.41239
80,-53.342186,23.664284
81,-35.55142,-57.564594
82,-37.807816,9.05493
83,41.59381,-29.911175
84,-20.042349,3.8775299
85,-52.320137,20.713196
86,22.016483,1.6635823
87,-52.319073,20.712318
88,-38.605453,9.000551
89,41.70792,-30.106394
90,-52.320766,20.713732
91,-52.32095,20.714043
92,0.4912122,-20.990368
93,18.18608,-1.2563541
94,-52.32093,20.713905
95,-19.98627,3.2836747
96,-53.337215,23.66081
97,-52.236794,20.695051
98,8.968856,-3.7123613
99,-52.236736,20.695295
100,-53.330402,23.656153
101,8.450429,-3.9336202
102,8.16661,-3.956519
103,9.519226,-3.4331143
104,18.224493,-0.8667468
105,9.499734,-3.4600537
106,41.89382,-30.521368
107,-33.292168,4.6894646
108,-33.149647,4.803405
109,-37.232475,8.378016
110,15.779003,-21.55257
111,9.113712,-5.2073517
112,5.010381,-7.813992
113,6.772227,-6.6414304
114,43.089462,-34.720146
115,19.668167,0.46705642
116,-53.127293,6.0536656
117,11.588276,-2.6231208
118,6.4929757,-6.879871
119,-31.271133,-58.146942
120,35.765087,-42.874508
121,16.407581,-1.3426942
122,26.302847,6.8900714
123,-24.957508,13.26742
124,-2.2779136,-19.436495
125,3.1144466,-8.762454
126,-31.893414,5.5061727
127,18.916561,-0.52275443
128,-23.165148,63.458923
129,23.07928,2.4061587
130,-63.836895,18.286276
131,-63.836906,18.286503
132,-29.349026,27.349535
133,23.138458,2.2677517
134,-63.837708,18.277166
135,-63.83784,18.281778
136,18.862246,-0.35080758
137,-63.837173,18.296598
138,-63.870594,18.616066
139,-63.837852,18.280521
140,16.93297,-1.1297747
141,-63.838467,18.305006
142,-37.304905,-57.33933
143,10.655415,-3.7297244
144,14.195661,-2.1465862
145,26.120745,5.663603
146,22.554426,1.7048362
147,23.151947,2.4525316
148,44.255222,-15.357662
149,14.399841,-2.1306164
150,17.904402,-0.6790028
151,-32.760246,13.263769
152,-0.45738238,-8.980858
153,21.958801,1.1700333
154,15.919143,-1.5261523
155,41.13392,-28.716105
156,21.3197,4.1012363
157,19.092363,-0.550246
158,16.297163,-1.3045336
159,15.176859,-1.87066
160,39.50507,-39.178303
161,23.586601,2.6652994
162,18.06461,-0.8774378
163,-56.006626,22.627178
164,-56.006626,22.627178
165,-50.264652,12.446246
166,-35.96313,8.923133
167,-2.3269286,-51.827526
168,18.571577,-0.77705246
169,-56.00307,22.630949
170,-55.283974,23.300457
171,-55.7205,22.510487
172,-49.501602,12.524955
173,-35.058475,9.413856
174,-34.7593,9.794606
175,15.92564,-0.8501891
176,-22.917356,63.613655
177,-55.57992,22.44372
178,-55.569756,22.469212
179,18.239918,-0.8596539
180,-55.57269,22.463095
181,-47.71615,10.493218
182,12.7051325,-2.5452054
183,-49.419773,12.718885
184,-33.145115,5.2087803
185,-55.57227,22.463959
186,-35.442287,8.475727
187,-49.419453,12.718653
188,18.298,-0.9661092
189,-49.33507,12.658063
190,-32.938988,4.639653
191,-32.65667,5.5707283
192,23.67743,2.7040288
193,18.188166,-0.85941386
194,15.342799,-1.0614064
195,-22.730614,63.436012
196,11.896208,-3.100337
197,-48.96244,13.473538
198,22.915276,1.7978512
199,-22.731133,63.417675
200,-53.998245,22.035187
201,-53.9407,22.013813
202,-53.993984,22.029509
203,-54.710655,23.031616
204,-53.946644,22.018482
205,14.041674,-1.9289972
206,-53.944283,22.015274
207,-53.947697,22.01951
208,11.953261,-3.5583873
209,-48.937935,13.519471
210,-37.038795,9.566789
211,14.785173,-1.6510352
212,-37.51194,9.640103
213,-1.4616976,-35.208862
214,8.167009,-2.679157
215,-12.265609,-52.018684
216,-3.2199996,-26.373713
217,-3.2473953,-26.073206
218,-2.6469584,-32.981182
219,-36.249134,8.6697445
220,-12.922279,-51.914776
221,-2.0184596,-34.283
222,-37.97588,11.354048
223,-35.437668,7.9553857
224,-20.427868,-45.87192
225,-2.919616,-32.361977
226,-26.012196,-27.171745
227,-3.654662,-29.28599
228,-3.6147542,-27.874752
229,-33.784325,6.294979
230,-25.340275,-33.80936
231,-0.48804405,-37.058517
232,7.2158475,-3.1524525
233,-25.483398,-25.551462
234,-38.69962,13.141223
235,-19.626081,-46.99811
236,-8.599809,-52.21358
237,-37.845795,10.260823
238,-37.798016,10.19204
239,-11.778175,5.6038604
240,-3.0929213,-24.14022
241,0.4473857,-38.829914
242,-38.724796,13.051406
243,-3.0030422,-23.223845
244,-33.692497,6.1381807
245,-2.13884,-34.36352
246,4.7845817,-5.673945
247,-6.500122,-52.275414
248,-2.6076353,-33.57795
249,-2.7707107,-33.143604
250,-2.920626,-33.213757
251,-38.851303,12.924321
252,1.1867771,-50.079834
253,-25.580444,-33.73616
254,-1.8208752,-35.09583
255,-36.810425,8.81492
256,-26.265621,-27.161423
257,-3.4794378,-26.323341
258,-3.409377,-31.393694
259,-36.283634,8.2323675
260,-3.655024,-27.599453
261,-38.178444,10.849413
262,0.8926214,-39.90995
263,-26.340582,-27.332304
264,-37.75364,9.740422
265,-20.179874,-46.426743
266,-26.40635,-27.048199
267,-26.328009,-27.178001
268,-38.8581,12.7387
269,-3.1125407,-32.44833
270,4.548823,-5.798564
271,-3.8338532,-28.248173
272,0.74413896,-39.60416
273,-3.853686,-29.26357
274,-2.6678207,-33.710926
275,-3.1388874,-32.431343
276,-39.00465,13.053179
277,0.77258134,-39.723976
278,0.2981184,-38.80213
279,-37.82203,9.427601
280,-3.0940638,-32.569427
281,-36.47948,8.299835
282,-3.2115462,-32.254623
283,1.0540494,-43.497974
284,-37.291527,8.975624
