,0,1
0,-1.1529381862055916,0.13906591392685316
1,-1.3380015240270586,0.6391207733298302
2,-1.210259711759552,0.1286474570394896
3,-1.134285010517194,0.2758152824144579
4,-0.8314880427554209,-0.0932423165986054
5,-1.1669118672265222,0.7195096771201156
6,3.625274250025863,1.2131291668802737
7,-0.10599908856102348,-2.90529978631543
8,-0.1989159960736199,-0.7115770925298407
9,-0.10636503554188438,-2.9049197722175637
10,-1.271930152117372,-1.493126042279559
11,-1.989193852906258,0.7790325543808422
12,-1.4758634185978488,0.4893537574989601
13,-0.7412419024942996,-0.2685775368403516
14,-1.3295347050460495,0.35141945487293447
15,-1.6091446557189815,0.6887057587994334
16,-1.3740589972171664,0.32460834336204464
17,0.3333334053961914,-1.291530214567733
18,-0.9697379133713935,0.6797396473257011
19,-0.8525830250039899,-0.1939334011636252
20,-1.373521130802193,0.35281387864533975
21,-1.2046488174929626,0.16504906008818837
22,-1.40475728923391,0.6424030520183305
23,-1.7920811172422462,0.7991164892353737
24,-1.193036388566395,0.37393145835043423
25,-0.5915869670485143,-0.4836332664117406
26,-0.6588018319938407,0.5105148325199148
27,-1.31412698284697,0.36679585016741467
28,-1.8198102016588478,1.0100133188583016
29,-1.8612529485455152,0.886255946365601
30,-1.2238915480133365,0.3357796661891165
31,-1.3158150084455005,0.49252587763529604
32,3.6707168451823455,1.3125845552324897
33,-1.481105299413687,0.443443028335393
34,-0.10600777919046497,-2.90529076161546
35,-0.10599954002229366,-2.9052993174998463
36,-0.9241648825879468,-0.057497565437833645
37,-1.2709697981245263,-1.4941154644829393
38,-1.1338952212882198,0.12630427502002797
39,-1.2130271697362398,0.5003187929370946
40,-0.12265575252581634,0.20133155456734156
41,0.042172004367373304,-1.0539583436677518
42,-1.5975492583075066,0.6474692455173158
43,-1.8603751646665705,0.8828708911971772
44,-1.044897233334654,0.026671141275317084
45,-1.6104401113329758,0.6209360943999284
46,-1.3096012499222882,0.28333099201851264
47,-0.8422650001328637,-0.1620450693950941
48,-1.296782608998132,0.2431527568434964
49,-0.0038956032245334297,-1.0259890789777277
50,-0.8007163348872967,0.5766033680597811
51,-1.5598612548526318,0.490139184917036
52,-0.8242513031956015,-0.07139633568206076
53,-0.7465721771930224,-0.28657774924293006
54,-1.239721810623105,0.3243038794750361
55,-1.6645666191746287,0.6902404273294216
56,-0.6052897520796847,-0.5743737487579422
57,-1.6023102439339754,0.5810991339018677
58,0.332539946413382,-1.50096121858604
59,-0.9929637784422288,1.1226987995796827
60,-0.6064490336638682,-0.49847580856302515
61,-1.600810608007867,0.5682379660236835
62,-1.2754942968759737,0.29022218939833005
63,-0.7343025167332565,-0.2800891192464021
64,-0.97084586473195,0.013720229485024734
65,-1.2388845187600923,0.37915072999294425
66,0.39645085310608663,-1.9233883937153824
67,-0.10599914499368229,-2.905299727713481
68,-0.10599923904811354,-2.9052996300435674
69,-1.2745728732080557,-1.4904032528165752
70,3.5625779658708234,0.7435359896588771
71,3.3149154922985438,0.8309851509778019
72,-1.3776756079888877,1.1073581743352416
73,-0.10599711341796865,-2.9053018373836044
74,-0.1059989004521613,-2.905299981655256
75,-0.10599858066709565,-2.9053003137329596
76,-0.10599811039493948,-2.9053008020825253
77,-0.1059982420711429,-2.905300665344647
78,-0.106001646841552,-2.905297129693794
79,-1.333150471807648,0.44788497875341415
80,0.02809913308238165,-2.792700957964116
81,0.028100590881449006,-2.792707219368931
82,-0.2026154189814194,-0.819792371851823
83,-1.870381065174201,1.1686045464078265
84,3.6240159185777774,1.2104518425015656
85,-0.10599974694204184,-2.9052991026260377
86,-1.4129277716864597,1.027549033308168
87,-0.10600157159800677,-2.9052972078297237
88,0.6735077926014295,-2.0803627885257434
89,-1.4008772163211898,0.5239459759605457
90,-0.10599786585341825,-2.9053010560242996
91,-0.10599733914860338,-2.905301602975813
92,0.8294790559043782,-1.189825843630071
93,-0.47091828804177654,0.024057861239649293
94,-0.10599741439214862,-2.9053015248398824
95,3.5731049960519843,0.9325357982050613
96,0.028096670655540102,-2.792698403038831
97,-0.10599944596786219,-2.905299415169759
98,-0.6817313383789282,-0.45539329754964675
99,-0.10599961526583815,-2.905299239363916
100,0.028097178085003942,-2.7926988727885376
101,-1.416166307809317,0.5673002193662392
102,-1.7415304690052356,0.6661672493229421
103,-0.7754676688362445,-0.21209384786632832
104,-1.2969031052312212,0.47452347664478456
105,-1.2452243358428772,0.1981506678784963
106,-2.0054938131442386,1.243797862955065
107,-0.026632823876162757,-1.088711277390935
108,0.2986458728789347,-1.1789541856206085
109,-0.3675580989873092,-0.8534992931795539
110,-1.3981979802845559,1.139125376501753
111,-1.0801790116880337,0.05041074190724098
112,0.13266147549146917,-1.0044093922700639
113,-1.0715862672702805,0.07890701661422775
114,-1.1173519515097854,0.1817825762214083
115,-1.8701554192321734,1.0136475398622842
116,0.47996807428029414,-2.224083107539288
117,-1.756972853697858,0.7246792932052314
118,-0.39503056950452703,-0.5590277045489884
