,0,1,2
0,-1.1529381862056043,0.1390659139268699,-0.7602672544872824
1,-1.338001524027042,0.6391207733298301,-0.8693954378660369
2,-1.2102597117595542,0.12864745703949282,-0.8816550800980262
3,-1.134285010517195,0.2758152824144571,-0.8024777678226448
4,-0.8314880427554214,-0.09324231659860624,-0.5023076798540502
5,-1.1669118672265244,0.719509677120116,-0.9808487722775786
6,3.625274250025863,1.2131291668802744,0.20274569074001028
7,-0.10599908856101947,-2.9052997863154313,0.338968813834561
8,-0.1989159960736189,-0.711577092529842,-0.2691071128487729
9,-0.10636503554188059,-2.9049197722175664,0.3387216550037634
10,-1.2719301521173714,-1.4931260422795616,-0.4927624044618086
11,-1.989193852906261,0.7790325543808416,-1.4229327844973336
12,-1.4758634185978508,0.48935375749895954,-1.0117203798214107
13,-0.7412419024942998,-0.26857753684035235,-0.5291557316146629
14,-1.3295347050460513,0.3514194548729341,-0.8922532073874326
15,-1.6091446557189841,0.688705758799433,-1.1942129950397629
16,-1.3740589972171682,0.32460834336204386,-0.8300252548516863
17,0.3333334053961932,-1.2915302145677339,0.01520299660108089
18,-0.9697379133713956,0.6797396473257011,-0.8782189606398765
19,-0.8525830250039905,-0.19393340116362573,-0.6320362048879091
20,-1.3735211308021953,0.352813878645339,-0.9056365958460219
21,-1.2046488174929635,0.1650490600881873,-0.9214947472489208
22,-1.4047572892339113,0.6424030520183295,-0.9900741203988082
23,-1.7920811172422497,0.7991164892353736,-1.267787207664423
24,-1.1930363885663964,0.37393145835043384,-0.8119196168603393
25,-0.5915869670485145,-0.48363326641174165,-0.48717584968034133
26,-0.6588018319938423,0.5105148325199149,-0.8033982778385091
27,-1.314126982846972,0.3667958501674141,-0.9541733050782624
28,-1.819810201658851,1.0100133188583011,-1.2591985022609262
29,-1.8612529485455183,0.8862559463656005,-1.3394659364110117
30,-1.2238915480133383,0.335779666189116,-0.8711773673364046
31,-1.3158150084455025,0.4925258776352955,-1.0188417691775529
32,3.670716845182346,1.3125845552324926,0.17978754212255874
33,-1.4811052994136895,0.4434430283353924,-1.0941752380475462
34,-0.10600777919046142,-2.9052907616154617,0.33896294422523515
35,-0.10599954002228926,-2.9052993174998494,0.33896850891979075
36,-0.9241648825879474,-0.05749756543783435,-0.732056951447062
37,-1.2709697981245252,-1.4941154644829413,-0.4921277433398374
38,-1.133895221288221,0.12630427502002725,-0.8043581975783889
39,-1.2130271697362423,0.5003187929370941,-1.0014189172137318
40,-0.12265575252581715,0.20133155456734136,-0.49521848754979303
41,0.04217200436737506,-1.053958343667753,-0.11215829313881469
42,-1.5975492583075093,0.6474692455173154,-1.0988191410781252
43,-1.8603751646665732,0.8828708911971763,-1.2386964231369006
44,-1.0448972333346551,0.02667114127531667,-0.7926856419183018
45,-1.6104401113329776,0.6209360943999271,-1.1370178395128356
46,-1.3096012499222898,0.2833309920185118,-0.9174413901668332
47,-0.8422650001328641,-0.162045069395095,-0.6615351478800428
48,-1.2967826089981338,0.2431527568434955,-0.8979005416980074
49,-0.0038956032245318095,-1.025989078977729,-0.18452478107633524
50,-0.8007163348872988,0.5766033680597813,-0.8364640559166704
51,-1.559861254852634,0.49013918491703484,-1.0640621729025963
52,-0.824251303195602,-0.07139633568206169,-0.5968740800029272
53,-0.7465721771930227,-0.2865777492429312,-0.6129690265479332
54,-1.239721810623106,0.32430387947503525,-0.8933269256031474
55,-1.6645666191746311,0.690240427329421,-1.0953666815445622
56,-0.6052897520796846,-0.5743737487579432,-0.4342162847669688
57,-1.6023102439339783,0.5810991339018677,-1.0801025724906954
58,0.3325399464133843,-1.5009612185860415,0.07121018783971936
59,-0.9929637784422318,1.1226987995796827,-1.1309869106201615
60,-0.6064490336638678,-0.49847580856302603,-0.4876312131526164
61,-1.60081060800787,0.5682379660236827,-1.1135134263725737
62,-1.2754942968759755,0.29022218939832917,-0.9519964632679188
63,-0.7343025167332567,-0.28008911924640295,-0.5864298113586176
64,-0.9708458647319511,0.013720229485023806,-0.7273474627796267
65,-1.2388845187600943,0.3791507299929434,-0.9003102705746485
66,0.39645085310608985,-1.9233883937153846,0.22506901850833497
67,-0.10599914499367828,-2.905299727713484,0.33896877572021494
