,0,1,2
0,-131878.80227342134,-28016.079405022585,2623.5818071360295
1,-84357.76412925503,-27286.32801797238,-1004.3886107576872
2,-167637.06320705247,-28923.851423530232,5584.106553890509
3,-129055.03300375104,-28106.57046297671,-735.4502715438131
4,-107967.09534140449,-26113.251909993083,13849.916349355757
5,-139031.99242440853,-28561.127429772685,-2086.146841244302
6,-221530.94773216426,-943.0313779256456,1704.5133263895345
7,-221860.90056842417,-27079.14391296382,5699.302994834384
8,-173754.9140348627,-28446.404273429194,2429.9484408219455
9,-221845.4748310429,-28296.237644981222,5709.083958594455
10,-221546.87033697948,-29976.7147725844,5590.524439876505
11,-210820.82711163769,-29778.04642563145,5826.600576963169
12,-142134.5989932864,-28444.011296279907,559.5099111043322
13,-139395.7342557909,-28326.86017882476,2389.69465708047
14,-126151.44743945134,-27676.08193859256,12508.180446112787
15,-170784.2447031829,-29010.168107589456,3575.4559907884773
16,-109089.72272788259,-27549.566440269464,2514.9773720794155
17,-203790.27857882468,-28822.858174043446,11803.11691668786
18,-133781.5279533591,-28334.637831663484,-3316.8034713193147
19,-160679.78032436658,-28697.719897817547,2909.170338764813
20,-133978.1217045896,-28169.189729555477,3036.7105282853636
21,-182034.46669978145,-29221.195509550755,3682.0833417053436
22,-122393.45870092191,-28064.537163259887,79.83776076418985
23,-165168.05741321904,-28912.75652054552,3133.1926458031776
24,-114269.32988191984,-27909.939185973933,-1500.3901808048042
25,-177503.01576948687,-28935.913322614753,3953.73318175548
26,-165875.71363388177,-29070.826137535158,-1406.1016472013712
27,-161319.0206556085,-28727.876974444578,2715.223796421143
28,-131357.2363045197,-28252.289787330228,-601.9106082393248
29,-178946.90645576612,-29143.062939404026,4848.987870315387
30,-143642.56403746933,-28317.071693618655,1641.4982922874322
31,-165769.57901421498,-28943.064593969935,4529.384160396185
32,-221702.52933090416,-4207.090769441725,1507.043999212097
33,-182229.93601753638,-29233.299627574248,3974.576476175074
34,-221894.5465814308,-27151.891466403828,5475.834610866807
35,-221895.13354311808,-27105.580071895238,5475.462437334317
36,-167395.35039141835,-28976.5681579366,4252.202087854127
37,-221581.13617060118,-30000.564778908552,5366.663027151605
38,-154095.7213043279,-28548.25886927681,3702.369852612566
39,-181165.47385240524,-29153.286620520386,5345.52177166152
40,-163753.93592949404,-28709.28116503602,1454.8752020303136
41,-185015.72046988513,-28825.22895450655,3975.587191185538
42,-141350.8801353781,-27882.90932640933,12125.102018977197
43,-135539.65656184877,-28318.593372103776,738.6879075826145
44,-166776.21638801193,-28952.98012194799,3134.5998588356683
45,-156742.92355522033,-28788.838970832538,1712.5822985025718
46,-150872.06233183588,-28626.061986426183,3485.631603753219
47,-169780.31987073304,-28917.70967267457,3149.629381591537
48,-156579.8269719592,-28611.426209324833,3816.4731798693665
49,-207053.21279451775,-29442.603831746026,4769.202498744422
50,-156658.82275777753,-28739.685837363475,-230.61172294757327
51,-156732.4356453851,-28649.31818623312,4021.712121283228
52,-134011.21064576175,-28092.450661371993,1489.4036725181395
53,-181703.04504839427,-28524.379586419276,11092.709975356227
54,-148501.25872476175,-27868.265783622668,12431.360994660294
55,-127380.57197757931,-28161.97423173668,5.89318249089589
56,-155870.8615528043,-28101.96895972536,9193.754453895845
57,-145038.66859013034,-28465.15533115169,1465.006273995428
58,-214807.23915480814,-29503.909903602787,5205.4420202513365
59,-186699.43905912142,-29490.378601720524,616.4356827574665
60,-170786.3320631541,-28958.876606610887,4192.458415165866
61,-156194.20560627495,-28761.867417588102,2587.0523123586804
62,-168244.51000949903,-28985.867693852517,2595.758878118673
63,-167369.86377912838,-28894.388738250338,2788.5844966327577
64,-156290.2381273373,-28600.77248893677,2926.6313790518616
65,-144735.57848326888,-28416.98362248654,2163.9782171820293
66,-213969.64580417762,-28647.40404134942,6872.710651842151
67,-221927.57471351943,-27125.8869303776,5263.689728886625
68,-221927.56789511562,-27126.424903808664,5263.6940522172745
69,-221613.54817181738,-30023.148992394777,5154.908890580562
70,-220936.89196059603,-17272.379954747605,1497.10076489561
71,-219818.44574689967,-28544.73361962506,1375.0296160603782
72,-34597.818753633685,-26103.809287561628,-11665.517855175312
73,-221938.4597008046,-27121.692844701494,5193.44942022903
74,-221938.42671243037,-27132.029874650656,5192.897138108042
75,-221938.35276801995,-27130.129862803882,5193.517222869496
76,-221938.48414218807,-27127.498655279567,5192.860723745315
77,-221938.3773898896,-27128.187192364745,5193.50161093366
78,-221938.2284586994,-27147.672133683223,5193.022844424178
79,-162561.58085858572,-28852.233180592943,2402.7962417048043
80,-221813.37021308427,-21754.799246009567,4978.883292847356
81,-220975.80440423923,-18067.49384597287,11046.80428910073
82,-217173.2947512931,-29876.116132837997,5306.536150985951
83,-133087.19910299065,-27700.34767020119,12664.132622380008
84,-221626.69984737635,-785.6532295552545,1091.8585483475988
85,-221943.2237907671,-27140.251465305453,5161.195515561015
86,-96524.18214144047,-27532.642207719487,802.4005387620991
87,-221943.09227409668,-27150.628156897696,5161.278906052908
88,-221305.4694814621,-29456.17809885131,5095.814955298812
89,-137536.54482427923,-27580.553222651506,14542.353164327222
90,-221943.3603665761,-27129.475606646516,5161.108917231954
91,-221943.3987897143,-27126.444013361364,5161.084554355585
92,-188011.03309972724,-25182.907722926313,-1039.8524390782302
93,-125134.68604576352,-28008.77689629573,-5587.272739195666
94,-221943.39329579947,-27126.877484339417,5161.088037870275
95,-221260.51005900715,-1481.014554437845,1019.278123185987
96,-221817.84811266235,-21796.746643784783,4947.041425722635
97,-221949.35329317488,-27142.78476674938,5121.279344474046
98,-168285.9011370137,-28873.70280225562,3632.9047053911036
99,-221949.34103639153,-27143.75182940771,5121.287116106315
100,-221823.5828171055,-21831.06077204132,4907.555634630691
101,-172982.55319499678,-29129.980354454237,2022.4608236309857
102,-174644.2183999307,-29134.94860951344,5179.902510218771
103,-164084.17846217222,-28795.057617698167,2692.0475411015254
104,-121090.548916678,-27959.17117217459,-1754.3670743851856
105,-164220.85320545285,-28860.802041971172,2626.597126753239
106,-146440.90218747067,-27900.76747032809,15300.87131451936
107,-199636.04357345053,-29386.939778216147,4349.907076712689
108,-202066.3150152065,-29242.956061852405,3099.6712293323008
109,-214591.85084514352,-29847.686833975997,5238.487495472809
110,-162512.78081770122,-28945.071986895142,-165.19188888688817
111,-165424.6874674556,-28740.263291407493,2587.896896123665
112,-182050.43268523735,-27901.650144503903,2127.452773043823
113,-174492.28338098084,-28986.820626369274,3836.3548911213265
114,-164630.1898122724,-28398.65608777705,11230.506222707701
115,-106891.12863065426,-27667.698540072775,686.4653071701637
116,-221162.44400929104,-29689.941118483217,5790.946072003101
117,-154969.59150633964,-28550.768568143674,4142.005346989654
118,-176405.61934426028,-28713.61766442501,2982.916204653244
119,-215371.71533755324,-29243.57487264144,9996.00529126562
120,-206612.3582062712,-29178.29086856359,11283.182870268545
121,-132330.82748185395,-27199.95433761389,-2463.3223062777956
122,-39219.823600749594,-25960.851909544323,-5351.143099733938
123,-213579.27748409245,-23795.520088717338,4525.486301485772
124,-197917.6951769594,-28277.018042166554,5346.768008394671
125,-188908.01696409076,-28487.360342543165,2560.9585377805474
126,-204598.97653748046,-28434.517553919784,3823.106081779849
127,-117017.10570471195,-27876.07155647439,-4388.271319340233
128,-220546.1429180585,-12579.143984374632,5483.985350489127
129,-80894.03103798135,-26981.925450969735,-4613.258614225363
130,-221900.88125258771,-24851.111436202747,5605.291477948582
131,-221900.87271149716,-24851.785329970964,5605.296893579697
132,-220151.3411890141,-30117.51447741897,5621.516684393181
133,-82514.19050497962,-26979.281254144185,-8727.365305892334
134,-221901.2506494058,-24821.965952632556,5605.057255296702
135,-221901.05254578567,-24837.59636827822,5605.182866436265
136,-116455.97813740674,-27823.64141008676,-987.2463649288394
137,-221900.4822266783,-24882.594661059888,5605.544487455133
138,-221893.9873412618,-25395.0424317069,5609.662685578042
139,-221901.08261470604,-24835.223924388625,5605.163800700176
140,-128428.2987189191,-27978.816171025454,-1787.7003961009532
141,-221900.18823922263,-24905.790330693566,5605.7308954534765
142,-221133.04747875917,-7980.330790827153,10528.749386897452
143,-160169.07263467755,-28840.005176089086,1638.5624341951386
144,-145850.9182319216,-28514.526686921487,126.34883435518589
145,-61141.846549484835,-26889.44828614853,-11755.975286424507
146,-93128.4411887171,-27372.36011559417,-6945.5349439865495
147,-79469.15014770388,-27148.304013530582,-5177.1878729053105
148,-83539.69689334604,-26699.058287768607,23892.680727701954
149,-144590.64868837333,-28519.21155779176,-1420.2477936035239
150,-123127.75599482426,-27953.77889349491,-119.71412911202007
151,-217497.08872069453,-29522.64569030463,5090.81722772207
152,-198369.21516029123,-29427.483126618037,4466.448713853469
153,-101550.93156727584,-27547.558553895346,-8744.583569431728
154,-135679.58193980946,-28302.55022729986,-1757.42161714399
155,-126162.53195278064,-27476.313560176175,18475.80966023671
156,-70658.0634013888,-26680.467764334502,10106.759077504295
157,-115511.73012314591,-27703.239840002756,-5877.1945214099005
158,-132698.21248978257,-28215.913494947952,-1162.6008144229518
159,-139852.54553929888,-28231.462192416257,-2295.1558285733413
160,-182517.62056112353,-24374.74743689399,13602.75326375519
161,-73905.2841118862,-27044.726483069026,-10150.459393885158
162,-123685.34657802478,-27617.024860340756,-2739.23239661463
163,-221937.54335284253,-24852.727720953597,5367.5459689956915
164,-221937.54335284253,-24852.727720953597,5367.5459689956915
165,-221701.03922427463,-30014.303706120212,5391.628857756446
166,-215192.75287056313,-29738.89526460047,5206.658674636884
167,-219158.60509647417,-30247.24030220512,3859.832374969911
168,-119112.93446690135,-28071.413652313087,-5232.641749423871
169,-221937.82039599246,-24830.86896046084,5367.370304837073
170,-221942.1533281404,-21922.109833237784,5422.296108183949
171,-221941.53025842152,-24886.20090190898,5339.224045893391
172,-221757.16725718798,-30013.781690666536,5412.932619084125
173,-213003.6731944438,-29231.455592226477,6511.771773096307
174,-212115.14478655052,-28958.34588869542,4320.331387793186
175,-132645.56495585878,-28312.01479756351,3196.358244319822
176,-220698.1334183741,-10715.391024635814,5162.9098944066045
177,-221943.3029973013,-24921.456755989715,5325.121146370131
178,-221944.45840511113,-24830.29484639808,5324.3885394068
179,-122265.47536517367,-27862.65683656438,-3675.498315742174
180,-221944.1549085556,-24854.2407859375,5324.580976819882
181,-221220.24906850944,-28870.34581442934,5241.868550962138
182,-150330.2979017922,-28392.813364596594,1112.603954511964
183,-221793.17671314644,-30018.99344833025,5357.373119624601
184,-202070.0951808202,-29698.154365891463,5730.204865288296
185,-221944.19809373457,-24850.833466593445,5324.553594485643
186,-212334.88906536184,-29619.249145830134,4774.0704559659935
187,-221793.17697618215,-30018.988523168886,5357.37295631213
188,-123000.86159321682,-26322.15246770227,-6386.05904501874
189,-221759.43725999026,-30011.43922529671,5398.526173548318
190,-198939.4486862166,-26066.062532887834,2852.603120644621
191,-206451.12692183975,-28435.593894192265,4039.8758042556665
192,-73277.02989174589,-27101.427114245274,-11295.86500530257
193,-122352.7610546041,-27971.872161283485,-2676.8014544456414
194,-136935.62284704548,-28268.125278336167,3056.396553446458
195,-220573.23130658132,-14866.051702485851,5135.4379145217645
196,-154878.0727270734,-28589.643366214565,-181.0945636539544
197,-221806.0028386021,-30027.9243627327,5273.578218321297
198,-89170.36039673403,-27164.81335141378,-11467.10558419812
199,-220643.79974325967,-16122.139842493318,5110.598983855473
200,-221956.99406638058,-24862.1484270799,5240.777813206969
201,-221958.15743215388,-24879.742895464522,5231.933488973979
202,-221956.59073064517,-24893.971698080175,5241.033555435653
203,-221960.01465643017,-22054.959851170057,5295.972772202612
204,-221958.48941302247,-24853.549537867497,5231.722990573274
205,-144244.3508500528,-28396.268505421038,1052.2316196634422
206,-221958.25624307318,-24871.9466939739,5231.870836145274
207,-221958.5631627753,-24847.730667475702,5231.676228224897
208,-157665.3557098714,-28181.469457668518,-3380.098584777564
209,-221773.7061568965,-30016.536194246626,5305.723892763165
210,-214720.6481661528,-29303.361191960925,4807.714764522472
211,-139578.08220834032,-28348.022788338407,-3394.079837579559
212,-218028.45272967473,-29347.653476576874,5533.230578469224
213,-211500.1856887891,-27635.136497453826,4601.768451234587
214,-164836.57132920244,-24156.71616305869,8973.031480497859
215,-219437.10801291512,-29643.386852648855,3925.13075225444
216,-199813.9869101696,-28830.102226823983,5183.980579220809
217,-199416.6728690028,-26846.928966987623,5130.492405293412
218,-209221.042580162,-28759.153830305808,4598.553530895532
219,-214738.406718815,-29222.907945807678,6888.56425741925
220,-219389.7285122374,-30489.21064785795,3822.3602443751874
221,-210817.9519632783,-29036.517622675263,4521.361994323101
222,-219206.03374053698,-29771.838771168517,5849.649005408806
223,-211428.17899830965,-26934.76391039469,7517.582973365905
224,-220275.26702045326,-30185.854750677187,3763.5196553236897
225,-207675.7048796613,-28674.856284795856,4333.454559575927
226,-221398.9635369081,-30010.566529904023,3747.715066229177
227,-206234.3110528856,-28476.999598240902,5373.199894369037
228,-204669.55874180162,-29145.009598757777,4926.325686750046
229,-207425.32179928178,-28416.408030952076,7400.8585202853765
230,-221143.05973198434,-30397.399326246654,3705.7735368356534
231,-212076.5953475303,-29201.65450585848,4081.837415879402
232,-168879.5122348094,-28189.69196063657,8083.807558333285
233,-221582.85634495667,-29566.481878523904,3749.6574268218374
234,-220319.55375574832,-29926.2062941861,5805.423647502176
235,-220228.07303561884,-30474.4900496715,3964.892016941468
236,-219018.56315834977,-30130.712190597318,3845.5175389306987
237,-218475.78936327746,-29449.981427327148,6106.295916505025
238,-218041.57342356502,-29624.62707294014,6235.251921704012
239,-223762.87491984584,-31557.3269708728,3792.876748019912
240,-194405.45249261215,-26490.166009092754,4788.13182032147
241,-213314.8599945418,-29382.616613127117,4251.856719469205
242,-220258.1895831508,-29812.81561714815,5738.2700052074815
243,-193461.5430402727,-26702.012430451603,5754.831245657376
244,-206929.90237100355,-28807.77292500674,6743.242354728803
245,-209364.72357939705,-28680.91425578561,4057.0879182695053
