,0,1
0,-16.414913,18.114767
1,-18.685707,14.952416
2,-13.892967,20.57623
3,-12.274164,12.166038
4,-2.7238283,3.9405353
5,-13.504382,26.173876
6,75.37675,26.474981
7,-65.23751,-97.55478
8,5.346782,-4.3822904
9,-65.829025,-98.09667
10,-59.68444,-40.022835
11,-26.29675,23.148026
12,-20.401136,26.440512
13,-11.972,16.56173
14,-13.995189,20.961226
15,-22.342987,16.25266
16,-20.26791,23.885384
17,11.225026,-4.545514
18,-9.089638,30.83955
19,-12.14996,18.084702
20,-20.280594,23.986637
21,-14.23117,20.49886
22,-19.114704,15.174152
23,-25.862574,24.273504
24,-14.027095,20.835262
25,-10.930738,17.335796
26,-7.508684,24.091915
27,-20.38127,24.012478
28,-27.579054,20.861744
29,-26.711693,23.309076
30,-19.428907,18.83736
31,-17.163471,24.874722
32,75.41313,26.568151
33,-21.178238,24.735252
34,-65.278404,-97.60726
35,-65.23897,-97.55765
36,-12.594668,16.918531
37,-59.68292,-40.025154
38,-14.956044,19.388788
39,-20.377293,24.36014
40,-7.414998,20.533758
41,8.779854,-3.7397227
42,-21.335388,26.635193
43,-26.179714,23.895353
44,-13.489197,20.162544
45,-21.23625,26.737806
46,-14.142839,20.79718
47,-12.148799,18.008116
48,-20.166063,23.75052
49,7.466216,-4.4307504
50,-9.150424,30.644556
51,-21.515766,24.614292
52,-8.606917,10.225961
53,-11.356347,17.951397
54,-18.914032,17.010214
55,-21.46753,26.647614
56,-11.696176,15.988428
57,-21.677908,24.735804
58,28.206772,-26.82959
59,-18.861404,32.041428
60,-11.682723,16.294868
61,-21.330254,26.71101
62,-18.773703,13.871897
63,-11.910878,17.02181
64,-10.176701,10.688488
65,-19.092348,16.731392
66,11.196699,-22.912605
67,-65.237686,-97.55515
68,-65.23798,-97.555756
69,-59.686935,-40.017086
70,83.13377,27.39947
71,74.43888,24.219421
72,-25.455036,19.991337
73,-65.2312,-97.53988
74,-65.236916,-97.55353
75,-65.23589,-97.55135
76,-65.23438,-97.54796
77,-65.23481,-97.548935
78,-65.24607,-97.569626
79,-19.262192,16.133707
80,16.678694,-92.39605
81,16.67878,-92.39609
82,5.5168695,-4.406112
83,-28.15166,21.231405
84,75.374176,26.467995
85,-65.239624,-97.55891
86,-25.561506,20.003649
87,-65.245766,-97.56919
88,31.386375,-30.26168
89,-20.445742,17.582071
90,-65.23361,-97.54609
91,-65.23194,-97.54182
92,23.463709,-6.8624125
93,-4.5197134,20.841787
94,-65.23218,-97.54246
95,75.05943,24.829317
96,16.678684,-92.39775
97,-65.238655,-97.55705
98,-11.574277,16.727695
99,-65.23919,-97.558105
100,16.678709,-92.39706
101,-19.32594,15.199704
102,-25.542074,24.609388
103,-12.000216,17.809458
104,-19.40748,16.705677
105,-14.923725,19.706726
106,-28.622032,21.658937
107,8.8889885,-2.8631387
108,11.260142,-4.113867
109,6.90371,-0.8951387
110,-16.217985,32.256325
111,-15.425251,19.02602
112,7.400574,-5.425105
113,-14.813654,19.223042
114,-13.843073,20.537558
115,-27.748447,21.084217
116,31.111418,-30.494303
117,-27.106527,23.117706
118,6.522447,-0.32700384
119,8.391125,-2.6200929
120,-25.027615,22.942984
121,5.4489493,-4.190625
122,-6.271711,9.461444
123,72.07164,-57.2723
124,30.001322,-24.799932
125,11.470013,-3.9039643
126,29.891485,-24.876863
127,-28.337845,21.47209
128,49.72805,-15.72669
129,-6.0220747,9.3423605
130,-73.297,-94.581894
131,-73.29821,-94.58189
132,39.51318,-27.24133
133,-8.076034,10.468555
